metric,value,step
LR/Group-0,0.0002859999949578196,172.0
LR/Group-0,0.0002800000074785203,173.0
LR/Group-0,0.0002739999908953905,174.0
LR/Group-0,0.0002690000110305846,175.0
LR/Group-0,0.0002629999944474548,176.0
LR/Group-0,0.0002579999854788184,177.0
LR/Group-0,0.0002530000056140125,178.0
LR/Group-0,0.00024900000425986946,179.0
LR/Group-0,0.00024399999529123306,180.0
LR/Group-0,0.00023999999393709004,181.0
LR/Group-0,0.00023600000713486224,182.0
LR/Group-0,0.00023200000578071922,183.0
LR/Group-0,0.0002280000044265762,184.0
LR/Group-0,0.00022499999613501132,185.0
LR/Group-0,0.00022200000239536166,186.0
LR/Group-0,0.00021899999410379678,187.0
LR/Group-0,0.00021600000036414713,188.0
LR/Group-0,0.00021300000662449747,189.0
LR/Group-0,0.00021100000594742596,190.0
LR/Group-0,0.00020900000527035445,191.0
LR/Group-0,0.00020700000459328294,192.0
LR/Group-0,0.00020500000391621143,193.0
LR/Group-0,0.00020399999630171806,194.0
LR/Group-0,0.00020300000323913991,195.0
LR/Group-0,0.00020199999562464654,196.0
LR/Group-0,0.0002010000025620684,197.0
LR/Group-0,0.00019999999494757503,198.0
LR/Group-0,0.00019999999494757503,199.0
Train/Loss,4.670000076293945,0.0
Train/Loss,4.150000095367432,1.0
Train/Loss,3.9200000762939453,2.0
Train/Loss,3.700000047683716,3.0
Train/Loss,3.5399999618530273,4.0
Train/Loss,3.4200000762939453,5.0
Train/Loss,3.319999933242798,6.0
Train/Loss,3.2300000190734863,7.0
Train/Loss,3.1600000858306885,8.0
Train/Loss,3.0899999141693115,9.0
Train/Loss,3.0299999713897705,10.0
Train/Loss,2.9800000190734863,11.0
Train/Loss,2.940000057220459,12.0
Train/Loss,2.9000000953674316,13.0
Train/Loss,2.869999885559082,14.0
Train/Loss,2.8299999237060547,15.0
Train/Loss,2.799999952316284,16.0
Train/Loss,2.759999990463257,17.0
Train/Loss,2.740000009536743,18.0
Train/Loss,2.7100000381469727,19.0
Train/Loss,2.680000066757202,20.0
Train/Loss,2.6700000762939453,21.0
Train/Loss,2.640000104904175,22.0
Train/Loss,2.619999885559082,23.0
Train/Loss,2.5999999046325684,24.0
Train/Loss,2.5799999237060547,25.0
Train/Loss,2.559999942779541,26.0
Train/Loss,2.549999952316284,27.0
Train/Loss,2.5399999618530273,28.0
Train/Loss,2.509999990463257,29.0
Train/Loss,2.5,30.0
Train/Loss,2.4800000190734863,31.0
Train/Loss,2.4700000286102295,32.0
Train/Loss,2.4600000381469727,33.0
Train/Loss,2.450000047683716,34.0
Train/Loss,2.440000057220459,35.0
Train/Loss,2.4200000762939453,36.0
Train/Loss,2.4100000858306885,37.0
Train/Loss,2.4000000953674316,38.0
Train/Loss,2.390000104904175,39.0
Train/Loss,2.380000114440918,40.0
Train/Loss,2.359999895095825,41.0
Train/Loss,2.359999895095825,42.0
Train/Loss,2.3499999046325684,43.0
Train/Loss,2.3399999141693115,44.0
Train/Loss,2.3299999237060547,45.0
Train/Loss,2.319999933242798,46.0
Train/Loss,2.299999952316284,47.0
Train/Loss,2.299999952316284,48.0
Train/Loss,2.2899999618530273,49.0
Train/Loss,2.2799999713897705,50.0
Train/Loss,2.2699999809265137,51.0
Train/Loss,2.259999990463257,52.0
Train/Loss,2.25,53.0
Train/Loss,2.25,54.0
Train/Loss,2.2300000190734863,55.0
Train/Loss,2.240000009536743,56.0
Train/Loss,2.2300000190734863,57.0
Train/Loss,2.2200000286102295,58.0
Train/Loss,2.2200000286102295,59.0
Train/Loss,2.2100000381469727,60.0
Train/Loss,2.200000047683716,61.0
Train/Loss,2.190000057220459,62.0
Train/Loss,2.180000066757202,63.0
Train/Loss,2.180000066757202,64.0
Train/Loss,2.1700000762939453,65.0
Train/Loss,2.1600000858306885,66.0
Train/Loss,2.1500000953674316,67.0
Train/Loss,2.140000104904175,68.0
Train/Loss,2.140000104904175,69.0
Train/Loss,2.140000104904175,70.0
Train/Loss,2.130000114440918,71.0
Train/Loss,2.119999885559082,72.0
Train/Loss,2.109999895095825,73.0
Train/Loss,2.119999885559082,74.0
Train/Loss,2.0999999046325684,75.0
Train/Loss,2.0899999141693115,76.0
Train/Loss,2.0999999046325684,77.0
Train/Loss,2.0899999141693115,78.0
Train/Loss,2.0799999237060547,79.0
Train/Loss,2.069999933242798,80.0
Train/Loss,2.069999933242798,81.0
Train/Loss,2.059999942779541,82.0
Train/Loss,2.049999952316284,83.0
Train/Loss,2.049999952316284,84.0
Train/Loss,2.0299999713897705,85.0
Train/Loss,2.0399999618530273,86.0
Train/Loss,2.0299999713897705,87.0
Train/Loss,2.0299999713897705,88.0
Train/Loss,2.0199999809265137,89.0
Train/Loss,2.0199999809265137,90.0
Train/Loss,2.0,91.0
Train/Loss,2.0,92.0
Train/Loss,2.0,93.0
Train/Loss,2.0,94.0
Train/Loss,1.9900000095367432,95.0
Train/Loss,1.9700000286102295,96.0
Train/Loss,1.9700000286102295,97.0
Train/Loss,1.9600000381469727,98.0
Train/Loss,1.9600000381469727,99.0
Train/Loss,1.9500000476837158,100.0
Train/Loss,1.9500000476837158,101.0
Train/Loss,1.940000057220459,102.0
Train/Loss,1.9299999475479126,103.0
Train/Loss,1.9299999475479126,104.0
Train/Loss,1.9299999475479126,105.0
Train/Loss,1.9199999570846558,106.0
Train/Loss,1.9199999570846558,107.0
Train/Loss,1.909999966621399,108.0
Train/Loss,1.899999976158142,109.0
Train/Loss,1.899999976158142,110.0
Train/Loss,1.899999976158142,111.0
Train/Loss,1.8799999952316284,112.0
Train/Loss,1.8799999952316284,113.0
Train/Loss,1.8700000047683716,114.0
Train/Loss,1.8600000143051147,115.0
Train/Loss,1.850000023841858,116.0
Train/Loss,1.8600000143051147,117.0
Train/Loss,1.8600000143051147,118.0
Train/Loss,1.840000033378601,119.0
Train/Loss,1.840000033378601,120.0
Train/Loss,1.8300000429153442,121.0
Train/Loss,1.8300000429153442,122.0
Train/Loss,1.8200000524520874,123.0
Train/Loss,1.8200000524520874,124.0
Train/Loss,1.809999942779541,125.0
Train/Loss,1.7999999523162842,126.0
Train/Loss,1.7899999618530273,127.0
Train/Loss,1.7899999618530273,128.0
Train/Loss,1.7899999618530273,129.0
Train/Loss,1.7899999618530273,130.0
Train/Loss,1.7699999809265137,131.0
Train/Loss,1.7699999809265137,132.0
Train/Loss,1.7599999904632568,133.0
Train/Loss,1.7699999809265137,134.0
Train/Loss,1.7599999904632568,135.0
Train/Loss,1.75,136.0
Train/Loss,1.75,137.0
Train/Loss,1.7400000095367432,138.0
Train/Loss,1.7400000095367432,139.0
Train/Loss,1.7400000095367432,140.0
Train/Loss,1.7300000190734863,141.0
Train/Loss,1.7200000286102295,142.0
Train/Loss,1.7200000286102295,143.0
Train/Loss,1.7100000381469727,144.0
Train/Loss,1.7100000381469727,145.0
Train/Loss,1.7000000476837158,146.0
Train/Loss,1.7000000476837158,147.0
Train/Loss,1.7000000476837158,148.0
Train/Loss,1.690000057220459,149.0
Train/Loss,1.690000057220459,150.0
Train/Loss,1.6799999475479126,151.0
Train/Loss,1.6699999570846558,152.0
Train/Loss,1.6799999475479126,153.0
Train/Loss,1.6699999570846558,154.0
Train/Loss,1.659999966621399,155.0
Train/Loss,1.649999976158142,156.0
Train/Loss,1.659999966621399,157.0
Train/Loss,1.649999976158142,158.0
Train/Loss,1.649999976158142,159.0
Train/Loss,1.6399999856948853,160.0
Train/Loss,1.6299999952316284,161.0
Train/Loss,1.6299999952316284,162.0
Train/Loss,1.6200000047683716,163.0
Train/Loss,1.6200000047683716,164.0
Train/Loss,1.6100000143051147,165.0
Train/Loss,1.6100000143051147,166.0
Train/Loss,1.6100000143051147,167.0
Train/Loss,1.6100000143051147,168.0
Train/Loss,1.600000023841858,169.0
Train/Loss,1.600000023841858,170.0
Train/Loss,1.6100000143051147,171.0
Train/Loss,1.590000033378601,172.0
Train/Loss,1.590000033378601,173.0
Train/Loss,1.590000033378601,174.0
Train/Loss,1.5800000429153442,175.0
Train/Loss,1.5800000429153442,176.0
Train/Loss,1.5700000524520874,177.0
Train/Loss,1.5700000524520874,178.0
Train/Loss,1.5700000524520874,179.0
Train/Loss,1.5700000524520874,180.0
Train/Loss,1.5700000524520874,181.0
Train/Loss,1.5700000524520874,182.0
Train/Loss,1.559999942779541,183.0
Train/Loss,1.559999942779541,184.0
Train/Loss,1.559999942779541,185.0
Train/Loss,1.5499999523162842,186.0
Train/Loss,1.559999942779541,187.0
Train/Loss,1.5499999523162842,188.0
Train/Loss,1.5499999523162842,189.0
Train/Loss,1.5499999523162842,190.0
Train/Loss,1.5399999618530273,191.0
Train/Loss,1.5399999618530273,192.0
Train/Loss,1.5399999618530273,193.0
Train/Loss,1.5299999713897705,194.0
Train/Loss,1.5399999618530273,195.0
Train/Loss,1.5399999618530273,196.0
Train/Loss,1.5399999618530273,197.0
Train/Loss,1.5399999618530273,198.0
Train/Loss,1.5299999713897705,199.0
Val/Loss,4.179999828338623,0.0
Val/Loss,3.950000047683716,1.0
Val/Loss,3.6500000953674316,2.0
Val/Loss,3.4100000858306885,3.0
Val/Loss,3.2699999809265137,4.0
Val/Loss,3.0999999046325684,5.0
Val/Loss,3.0199999809265137,6.0
Val/Loss,2.930000066757202,7.0
Val/Loss,2.859999895095825,8.0
Val/Loss,2.7899999618530273,9.0
Val/Loss,2.75,10.0
Val/Loss,2.7300000190734863,11.0
Val/Loss,2.630000114440918,12.0
Val/Loss,2.5899999141693115,13.0
Val/Loss,2.569999933242798,14.0
Val/Loss,2.5199999809265137,15.0
Val/Loss,2.5399999618530273,16.0
Val/Loss,2.4800000190734863,17.0
Val/Loss,2.5,18.0
Val/Loss,2.4100000858306885,19.0
Val/Loss,2.4200000762939453,20.0
Val/Loss,2.390000104904175,21.0
Val/Loss,2.380000114440918,22.0
Val/Loss,2.3299999237060547,23.0
Val/Loss,2.3299999237060547,24.0
Val/Loss,2.319999933242798,25.0
Val/Loss,2.309999942779541,26.0
Val/Loss,2.2799999713897705,27.0
Val/Loss,2.299999952316284,28.0
Val/Loss,2.2699999809265137,29.0
Val/Loss,2.240000009536743,30.0
Val/Loss,2.25,31.0
Val/Loss,2.240000009536743,32.0
Val/Loss,2.259999990463257,33.0
Val/Loss,2.2699999809265137,34.0
Val/Loss,2.2100000381469727,35.0
Val/Loss,2.2100000381469727,36.0
Val/Loss,2.1700000762939453,37.0
Val/Loss,2.200000047683716,38.0
Val/Loss,2.1700000762939453,39.0
Val/Loss,2.1600000858306885,40.0
Val/Loss,2.1500000953674316,41.0
Val/Loss,2.180000066757202,42.0
Val/Loss,2.140000104904175,43.0
Val/Loss,2.1500000953674316,44.0
Val/Loss,2.119999885559082,45.0
Val/Loss,2.130000114440918,46.0
Val/Loss,2.130000114440918,47.0
Val/Loss,2.1600000858306885,48.0
Val/Loss,2.119999885559082,49.0
Val/Loss,2.1700000762939453,50.0
Val/Loss,2.0999999046325684,51.0
Val/Loss,2.119999885559082,52.0
Val/Loss,2.069999933242798,53.0
Val/Loss,2.119999885559082,54.0
Val/Loss,2.0799999237060547,55.0
Val/Loss,2.0799999237060547,56.0
Val/Loss,2.0799999237060547,57.0
Val/Loss,2.0999999046325684,58.0
Val/Loss,2.0999999046325684,59.0
Val/Loss,2.0999999046325684,60.0
Val/Loss,2.0799999237060547,61.0
Val/Loss,2.069999933242798,62.0
Val/Loss,2.0999999046325684,63.0
Val/Loss,2.069999933242798,64.0
Val/Loss,2.049999952316284,65.0
Val/Loss,2.0399999618530273,66.0
Val/Loss,2.0299999713897705,67.0
Val/Loss,2.0199999809265137,68.0
Val/Loss,2.049999952316284,69.0
Val/Loss,2.0399999618530273,70.0
Val/Loss,2.0199999809265137,71.0
Val/Loss,2.0399999618530273,72.0
Val/Loss,2.0299999713897705,73.0
Val/Loss,2.0399999618530273,74.0
Val/Loss,2.0399999618530273,75.0
Val/Loss,2.0399999618530273,76.0
Val/Loss,2.009999990463257,77.0
Val/Loss,2.0199999809265137,78.0
Val/Loss,2.049999952316284,79.0
Val/Loss,2.0199999809265137,80.0
Val/Loss,2.0299999713897705,81.0
Val/Loss,2.009999990463257,82.0
Val/Loss,2.0199999809265137,83.0
Val/Loss,2.0299999713897705,84.0
Val/Loss,2.0399999618530273,85.0
Val/Loss,2.0,86.0
Val/Loss,2.0399999618530273,87.0
Val/Loss,2.0199999809265137,88.0
Val/Loss,2.009999990463257,89.0
Val/Loss,2.0,90.0
Val/Loss,2.0299999713897705,91.0
Val/Loss,2.009999990463257,92.0
Val/Loss,2.0299999713897705,93.0
Val/Loss,1.9900000095367432,94.0
Val/Loss,2.009999990463257,95.0
Val/Loss,1.9900000095367432,96.0
Val/Loss,2.0199999809265137,97.0
Val/Loss,2.0,98.0
Val/Loss,2.0,99.0
Val/Loss,2.0,100.0
Val/Loss,2.0,101.0
Val/Loss,1.9800000190734863,102.0
Val/Loss,2.0199999809265137,103.0
Val/Loss,2.0199999809265137,104.0
Val/Loss,2.0,105.0
Val/Loss,2.009999990463257,106.0
Val/Loss,1.9800000190734863,107.0
Val/Loss,2.0,108.0
Val/Loss,1.9700000286102295,109.0
Val/Loss,1.9800000190734863,110.0
Val/Loss,1.9700000286102295,111.0
Val/Loss,1.9900000095367432,112.0
Val/Loss,1.9600000381469727,113.0
Val/Loss,2.0,114.0
Val/Loss,1.9800000190734863,115.0
Val/Loss,1.9700000286102295,116.0
Val/Loss,1.9800000190734863,117.0
Val/Loss,1.9900000095367432,118.0
Val/Loss,1.940000057220459,119.0
Val/Loss,1.9600000381469727,120.0
Val/Loss,1.9600000381469727,121.0
Val/Loss,1.9700000286102295,122.0
Val/Loss,1.9700000286102295,123.0
Val/Loss,1.9600000381469727,124.0
Val/Loss,1.9500000476837158,125.0
Val/Loss,1.9800000190734863,126.0
Val/Loss,1.9800000190734863,127.0
Val/Loss,1.9800000190734863,128.0
Val/Loss,1.9600000381469727,129.0
Val/Loss,1.9600000381469727,130.0
Val/Loss,1.9800000190734863,131.0
Val/Loss,2.0,132.0
Val/Loss,1.9800000190734863,133.0
Val/Loss,1.9600000381469727,134.0
Val/Loss,1.9800000190734863,135.0
Val/Loss,1.9500000476837158,136.0
Val/Loss,1.9700000286102295,137.0
Val/Loss,1.9700000286102295,138.0
Val/Loss,1.9600000381469727,139.0
Val/Loss,1.9600000381469727,140.0
Val/Loss,1.9600000381469727,141.0
Val/Loss,1.9700000286102295,142.0
Val/Loss,1.9600000381469727,143.0
Val/Loss,1.9600000381469727,144.0
Val/Loss,1.9900000095367432,145.0
Val/Loss,1.9700000286102295,146.0
Val/Loss,1.9600000381469727,147.0
Val/Loss,1.9700000286102295,148.0
Val/Loss,1.9700000286102295,149.0
Val/Loss,1.9800000190734863,150.0
Val/Loss,1.9800000190734863,151.0
Val/Loss,1.9600000381469727,152.0
Val/Loss,1.9900000095367432,153.0
Val/Loss,1.9800000190734863,154.0
Val/Loss,1.9900000095367432,155.0
Val/Loss,1.9600000381469727,156.0
Val/Loss,1.9700000286102295,157.0
Val/Loss,1.9700000286102295,158.0
Val/Loss,1.9700000286102295,159.0
Val/Loss,1.9600000381469727,160.0
Val/Loss,1.9800000190734863,161.0
Val/Loss,1.9700000286102295,162.0
Val/Loss,1.9700000286102295,163.0
Val/Loss,1.9800000190734863,164.0
Val/Loss,1.9700000286102295,165.0
Val/Loss,1.9800000190734863,166.0
Val/Loss,1.9700000286102295,167.0
Val/Loss,1.9800000190734863,168.0
Val/Loss,1.9700000286102295,169.0
Val/Loss,1.9800000190734863,170.0
Val/Loss,1.9700000286102295,171.0
Val/Loss,1.9800000190734863,172.0
Val/Loss,1.9800000190734863,173.0
Val/Loss,1.9800000190734863,174.0
Val/Loss,1.9800000190734863,175.0
Val/Loss,1.9700000286102295,176.0
Val/Loss,1.9700000286102295,177.0
Val/Loss,1.9800000190734863,178.0
Val/Loss,1.9700000286102295,179.0
Val/Loss,1.9800000190734863,180.0
Val/Loss,1.9800000190734863,181.0
Val/Loss,1.9900000095367432,182.0
Val/Loss,1.9800000190734863,183.0
Val/Loss,1.9800000190734863,184.0
Val/Loss,1.9700000286102295,185.0
Val/Loss,1.9900000095367432,186.0
Val/Loss,1.9900000095367432,187.0
Val/Loss,1.9900000095367432,188.0
Val/Loss,1.9900000095367432,189.0
Val/Loss,1.9900000095367432,190.0
Val/Loss,2.0,191.0
Val/Loss,1.9900000095367432,192.0
Val/Loss,1.9900000095367432,193.0
Val/Loss,1.9900000095367432,194.0
Val/Loss,1.9900000095367432,195.0
Val/Loss,2.0,196.0
Val/Loss,1.9900000095367432,197.0
Val/Loss,1.9900000095367432,198.0
Val/Loss,1.9900000095367432,199.0
Common/Best Metric,11.25,0.0
Common/Best Metric,15.119999885559082,1.0
Common/Best Metric,20.030000686645508,2.0
Common/Best Metric,23.709999084472656,3.0
Common/Best Metric,26.09000015258789,4.0
Common/Best Metric,29.649999618530273,5.0
Common/Best Metric,31.6200008392334,6.0
Common/Best Metric,33.08000183105469,7.0
Common/Best Metric,34.9900016784668,8.0
Common/Best Metric,36.380001068115234,9.0
Common/Best Metric,37.619998931884766,10.0
Common/Best Metric,37.619998931884766,11.0
Common/Best Metric,40.279998779296875,12.0
Common/Best Metric,40.380001068115234,13.0
Common/Best Metric,41.310001373291016,14.0
Common/Best Metric,42.08000183105469,15.0
Common/Best Metric,42.560001373291016,16.0
Common/Best Metric,43.189998626708984,17.0
Common/Best Metric,43.189998626708984,18.0
Common/Best Metric,44.900001525878906,19.0
Common/Best Metric,44.900001525878906,20.0
Common/Best Metric,45.189998626708984,21.0
Common/Best Metric,45.25,22.0
Common/Best Metric,46.790000915527344,23.0
Common/Best Metric,46.810001373291016,24.0
Common/Best Metric,47.38999938964844,25.0
Common/Best Metric,47.38999938964844,26.0
Common/Best Metric,47.689998626708984,27.0
Common/Best Metric,47.689998626708984,28.0
Common/Best Metric,48.04999923706055,29.0
Common/Best Metric,48.790000915527344,30.0
Common/Best Metric,48.790000915527344,31.0
Common/Best Metric,48.790000915527344,32.0
Common/Best Metric,48.790000915527344,33.0
Common/Best Metric,48.790000915527344,34.0
Common/Best Metric,50.099998474121094,35.0
Common/Best Metric,50.099998474121094,36.0
Common/Best Metric,50.83000183105469,37.0
Common/Best Metric,50.83000183105469,38.0
Common/Best Metric,50.939998626708984,39.0
Common/Best Metric,51.040000915527344,40.0
Common/Best Metric,51.34000015258789,41.0
Common/Best Metric,51.34000015258789,42.0
Common/Best Metric,51.38999938964844,43.0
Common/Best Metric,51.38999938964844,44.0
Common/Best Metric,52.0,45.0
Common/Best Metric,52.0,46.0
Common/Best Metric,52.0,47.0
Common/Best Metric,52.0,48.0
Common/Best Metric,52.0,49.0
Common/Best Metric,52.0,50.0
Common/Best Metric,52.349998474121094,51.0
Common/Best Metric,52.54999923706055,52.0
Common/Best Metric,53.77000045776367,53.0
Common/Best Metric,53.77000045776367,54.0
Common/Best Metric,53.77000045776367,55.0
Common/Best Metric,53.77000045776367,56.0
Common/Best Metric,53.77000045776367,57.0
Common/Best Metric,53.77000045776367,58.0
Common/Best Metric,53.77000045776367,59.0
Common/Best Metric,53.77000045776367,60.0
Common/Best Metric,53.77000045776367,61.0
Common/Best Metric,53.77000045776367,62.0
Common/Best Metric,53.77000045776367,63.0
Common/Best Metric,54.0099983215332,64.0
Common/Best Metric,54.0099983215332,65.0
Common/Best Metric,54.0099983215332,66.0
Common/Best Metric,54.369998931884766,67.0
Common/Best Metric,54.369998931884766,68.0
Common/Best Metric,54.369998931884766,69.0
Common/Best Metric,54.54999923706055,70.0
Common/Best Metric,55.029998779296875,71.0
Common/Best Metric,55.34000015258789,72.0
Common/Best Metric,55.34000015258789,73.0
Common/Best Metric,55.34000015258789,74.0
Common/Best Metric,55.34000015258789,75.0
Common/Best Metric,55.34000015258789,76.0
Common/Best Metric,55.34000015258789,77.0
Common/Best Metric,55.34000015258789,78.0
Common/Best Metric,55.34000015258789,79.0
Common/Best Metric,55.349998474121094,80.0
Common/Best Metric,55.349998474121094,81.0
Common/Best Metric,55.349998474121094,82.0
Common/Best Metric,55.349998474121094,83.0
Common/Best Metric,55.349998474121094,84.0
Common/Best Metric,55.349998474121094,85.0
Common/Best Metric,55.43000030517578,86.0
Common/Best Metric,55.43000030517578,87.0
