metric,value,step
Common/Best Metric,55.43000030517578,88.0
Common/Best Metric,55.43000030517578,89.0
Common/Best Metric,55.810001373291016,90.0
Common/Best Metric,55.810001373291016,91.0
Common/Best Metric,55.810001373291016,92.0
Common/Best Metric,55.810001373291016,93.0
Common/Best Metric,55.810001373291016,94.0
Common/Best Metric,55.810001373291016,95.0
Common/Best Metric,56.34000015258789,96.0
Common/Best Metric,56.34000015258789,97.0
Common/Best Metric,56.34000015258789,98.0
Common/Best Metric,56.34000015258789,99.0
Common/Best Metric,56.34000015258789,100.0
Common/Best Metric,56.34000015258789,101.0
Common/Best Metric,56.34000015258789,102.0
Common/Best Metric,56.34000015258789,103.0
Common/Best Metric,56.34000015258789,104.0
Common/Best Metric,56.34000015258789,105.0
Common/Best Metric,56.34000015258789,106.0
Common/Best Metric,57.0,107.0
Common/Best Metric,57.0,108.0
Common/Best Metric,57.029998779296875,109.0
Common/Best Metric,57.029998779296875,110.0
Common/Best Metric,57.029998779296875,111.0
Common/Best Metric,57.029998779296875,112.0
Common/Best Metric,57.400001525878906,113.0
Common/Best Metric,57.400001525878906,114.0
Common/Best Metric,57.400001525878906,115.0
Common/Best Metric,57.400001525878906,116.0
Common/Best Metric,57.459999084472656,117.0
Common/Best Metric,57.459999084472656,118.0
Common/Best Metric,57.61000061035156,119.0
Common/Best Metric,57.61000061035156,120.0
Common/Best Metric,57.61000061035156,121.0
Common/Best Metric,57.61000061035156,122.0
Common/Best Metric,57.61000061035156,123.0
Common/Best Metric,57.61000061035156,124.0
Common/Best Metric,57.61000061035156,125.0
Common/Best Metric,57.61000061035156,126.0
Common/Best Metric,57.61000061035156,127.0
Common/Best Metric,57.61000061035156,128.0
Common/Best Metric,57.61000061035156,129.0
Common/Best Metric,57.650001525878906,130.0
Common/Best Metric,57.650001525878906,131.0
Common/Best Metric,57.650001525878906,132.0
Common/Best Metric,57.650001525878906,133.0
Common/Best Metric,58.02000045776367,134.0
Common/Best Metric,58.02000045776367,135.0
Common/Best Metric,58.029998779296875,136.0
Common/Best Metric,58.029998779296875,137.0
Common/Best Metric,58.029998779296875,138.0
Common/Best Metric,58.209999084472656,139.0
Common/Best Metric,58.209999084472656,140.0
Common/Best Metric,58.209999084472656,141.0
Common/Best Metric,58.209999084472656,142.0
Common/Best Metric,58.209999084472656,143.0
Common/Best Metric,58.209999084472656,144.0
Common/Best Metric,58.209999084472656,145.0
Common/Best Metric,58.209999084472656,146.0
Common/Best Metric,58.209999084472656,147.0
Common/Best Metric,58.209999084472656,148.0
Common/Best Metric,58.2599983215332,149.0
Common/Best Metric,58.2599983215332,150.0
Common/Best Metric,58.2599983215332,151.0
Common/Best Metric,58.2599983215332,152.0
Common/Best Metric,58.2599983215332,153.0
Common/Best Metric,58.2599983215332,154.0
Common/Best Metric,58.2599983215332,155.0
Common/Best Metric,58.290000915527344,156.0
Common/Best Metric,58.31999969482422,157.0
Common/Best Metric,58.68000030517578,158.0
Common/Best Metric,58.68000030517578,159.0
Common/Best Metric,58.68000030517578,160.0
Common/Best Metric,58.68000030517578,161.0
Common/Best Metric,58.68000030517578,162.0
Common/Best Metric,58.68000030517578,163.0
Common/Best Metric,58.68000030517578,164.0
Common/Best Metric,58.68000030517578,165.0
Common/Best Metric,58.68000030517578,166.0
Common/Best Metric,58.68000030517578,167.0
Common/Best Metric,58.68000030517578,168.0
Common/Best Metric,58.86000061035156,169.0
Common/Best Metric,58.86000061035156,170.0
Common/Best Metric,58.86000061035156,171.0
Common/Best Metric,58.86000061035156,172.0
Common/Best Metric,58.86000061035156,173.0
Common/Best Metric,58.86000061035156,174.0
Common/Best Metric,58.86000061035156,175.0
Common/Best Metric,58.86000061035156,176.0
Common/Best Metric,58.86000061035156,177.0
Common/Best Metric,58.86000061035156,178.0
Common/Best Metric,58.86000061035156,179.0
Common/Best Metric,58.86000061035156,180.0
Common/Best Metric,58.86000061035156,181.0
Common/Best Metric,58.86000061035156,182.0
Common/Best Metric,58.86000061035156,183.0
Common/Best Metric,58.86000061035156,184.0
Common/Best Metric,58.86000061035156,185.0
Common/Best Metric,58.86000061035156,186.0
Common/Best Metric,58.86000061035156,187.0
Common/Best Metric,58.86000061035156,188.0
Common/Best Metric,58.86000061035156,189.0
Common/Best Metric,58.86000061035156,190.0
Common/Best Metric,58.86000061035156,191.0
Common/Best Metric,58.900001525878906,192.0
Common/Best Metric,58.900001525878906,193.0
Common/Best Metric,58.900001525878906,194.0
Common/Best Metric,58.900001525878906,195.0
Common/Best Metric,58.900001525878906,196.0
Common/Best Metric,59.11000061035156,197.0
Common/Best Metric,59.11000061035156,198.0
Common/Best Metric,59.11000061035156,199.0
Val_EMA/Loss,5.320000171661377,0.0
Val_EMA/Loss,5.400000095367432,1.0
Val_EMA/Loss,5.449999809265137,2.0
Val_EMA/Loss,5.559999942779541,3.0
Val_EMA/Loss,5.789999961853027,4.0
Val_EMA/Loss,6.03000020980835,5.0
Val_EMA/Loss,6.119999885559082,6.0
Val_EMA/Loss,6.050000190734863,7.0
Val_EMA/Loss,5.949999809265137,8.0
Val_EMA/Loss,5.420000076293945,9.0
Val_EMA/Loss,4.46999979019165,10.0
Val_EMA/Loss,3.630000114440918,11.0
Val_EMA/Loss,3.0799999237060547,12.0
Val_EMA/Loss,2.7699999809265137,13.0
Val_EMA/Loss,2.5899999141693115,14.0
Val_EMA/Loss,2.4800000190734863,15.0
Val_EMA/Loss,2.4100000858306885,16.0
Val_EMA/Loss,2.359999895095825,17.0
Val_EMA/Loss,2.319999933242798,18.0
Val_EMA/Loss,2.2899999618530273,19.0
Val_EMA/Loss,2.259999990463257,20.0
Val_EMA/Loss,2.240000009536743,21.0
Val_EMA/Loss,2.2100000381469727,22.0
Val_EMA/Loss,2.190000057220459,23.0
Val_EMA/Loss,2.180000066757202,24.0
Val_EMA/Loss,2.1600000858306885,25.0
Val_EMA/Loss,2.140000104904175,26.0
Val_EMA/Loss,2.130000114440918,27.0
Val_EMA/Loss,2.109999895095825,28.0
Val_EMA/Loss,2.0999999046325684,29.0
Val_EMA/Loss,2.0899999141693115,30.0
Val_EMA/Loss,2.0799999237060547,31.0
Val_EMA/Loss,2.069999933242798,32.0
Val_EMA/Loss,2.059999942779541,33.0
Val_EMA/Loss,2.049999952316284,34.0
Val_EMA/Loss,2.0399999618530273,35.0
Val_EMA/Loss,2.0299999713897705,36.0
Val_EMA/Loss,2.0199999809265137,37.0
Val_EMA/Loss,2.009999990463257,38.0
Val_EMA/Loss,2.009999990463257,39.0
Val_EMA/Loss,2.0,40.0
Val_EMA/Loss,1.9900000095367432,41.0
Val_EMA/Loss,1.9800000190734863,42.0
Val_EMA/Loss,1.9700000286102295,43.0
Val_EMA/Loss,1.9700000286102295,44.0
Val_EMA/Loss,1.9600000381469727,45.0
Val_EMA/Loss,1.9600000381469727,46.0
Val_EMA/Loss,1.9500000476837158,47.0
Val_EMA/Loss,1.9500000476837158,48.0
Val_EMA/Loss,1.940000057220459,49.0
Val_EMA/Loss,1.940000057220459,50.0
Val_EMA/Loss,1.9299999475479126,51.0
Val_EMA/Loss,1.9299999475479126,52.0
Val_EMA/Loss,1.9199999570846558,53.0
Val_EMA/Loss,1.9199999570846558,54.0
Val_EMA/Loss,1.909999966621399,55.0
Val_EMA/Loss,1.909999966621399,56.0
Val_EMA/Loss,1.909999966621399,57.0
Val_EMA/Loss,1.899999976158142,58.0
Val_EMA/Loss,1.899999976158142,59.0
Val_EMA/Loss,1.899999976158142,60.0
Val_EMA/Loss,1.8899999856948853,61.0
Val_EMA/Loss,1.8899999856948853,62.0
Val_EMA/Loss,1.8899999856948853,63.0
Val_EMA/Loss,1.8899999856948853,64.0
Val_EMA/Loss,1.8899999856948853,65.0
Val_EMA/Loss,1.8899999856948853,66.0
Val_EMA/Loss,1.8799999952316284,67.0
Val_EMA/Loss,1.8799999952316284,68.0
Val_EMA/Loss,1.8799999952316284,69.0
Val_EMA/Loss,1.8700000047683716,70.0
Val_EMA/Loss,1.8700000047683716,71.0
Val_EMA/Loss,1.8700000047683716,72.0
Val_EMA/Loss,1.8700000047683716,73.0
Val_EMA/Loss,1.8700000047683716,74.0
Val_EMA/Loss,1.8700000047683716,75.0
Val_EMA/Loss,1.8700000047683716,76.0
Val_EMA/Loss,1.8700000047683716,77.0
Val_EMA/Loss,1.8700000047683716,78.0
Val_EMA/Loss,1.8700000047683716,79.0
Val_EMA/Loss,1.8700000047683716,80.0
Val_EMA/Loss,1.8700000047683716,81.0
Val_EMA/Loss,1.8700000047683716,82.0
Val_EMA/Loss,1.8700000047683716,83.0
Val_EMA/Loss,1.8700000047683716,84.0
Val_EMA/Loss,1.8600000143051147,85.0
Val_EMA/Loss,1.8600000143051147,86.0
Val_EMA/Loss,1.8600000143051147,87.0
Val_EMA/Loss,1.8600000143051147,88.0
Val_EMA/Loss,1.8600000143051147,89.0
Val_EMA/Loss,1.8600000143051147,90.0
Val_EMA/Loss,1.8600000143051147,91.0
Val_EMA/Loss,1.8600000143051147,92.0
Val_EMA/Loss,1.8600000143051147,93.0
Val_EMA/Loss,1.8600000143051147,94.0
Val_EMA/Loss,1.8600000143051147,95.0
Val_EMA/Loss,1.8600000143051147,96.0
Val_EMA/Loss,1.8600000143051147,97.0
Val_EMA/Loss,1.8600000143051147,98.0
Val_EMA/Loss,1.8600000143051147,99.0
Val_EMA/Loss,1.8600000143051147,100.0
Val_EMA/Loss,1.8600000143051147,101.0
Val_EMA/Loss,1.8600000143051147,102.0
Val_EMA/Loss,1.8600000143051147,103.0
Val_EMA/Loss,1.8600000143051147,104.0
Val_EMA/Loss,1.8600000143051147,105.0
Val_EMA/Loss,1.8600000143051147,106.0
Val_EMA/Loss,1.850000023841858,107.0
Val_EMA/Loss,1.850000023841858,108.0
Val_EMA/Loss,1.850000023841858,109.0
Val_EMA/Loss,1.850000023841858,110.0
Val_EMA/Loss,1.850000023841858,111.0
Val_EMA/Loss,1.850000023841858,112.0
Val_EMA/Loss,1.850000023841858,113.0
Val_EMA/Loss,1.850000023841858,114.0
Val_EMA/Loss,1.8600000143051147,115.0
Val_EMA/Loss,1.8600000143051147,116.0
Val_EMA/Loss,1.8600000143051147,117.0
Val_EMA/Loss,1.8600000143051147,118.0
Val_EMA/Loss,1.8600000143051147,119.0
Val_EMA/Loss,1.8600000143051147,120.0
Val_EMA/Loss,1.8600000143051147,121.0
Val_EMA/Loss,1.8600000143051147,122.0
Val_EMA/Loss,1.8600000143051147,123.0
Val_EMA/Loss,1.8600000143051147,124.0
Val_EMA/Loss,1.8700000047683716,125.0
Val_EMA/Loss,1.8700000047683716,126.0
Val_EMA/Loss,1.8700000047683716,127.0
Val_EMA/Loss,1.8700000047683716,128.0
Val_EMA/Loss,1.8700000047683716,129.0
Val_EMA/Loss,1.8700000047683716,130.0
Val_EMA/Loss,1.8700000047683716,131.0
Val_EMA/Loss,1.8700000047683716,132.0
Val_EMA/Loss,1.8799999952316284,133.0
Val_EMA/Loss,1.8799999952316284,134.0
Val_EMA/Loss,1.8799999952316284,135.0
Val_EMA/Loss,1.8799999952316284,136.0
Val_EMA/Loss,1.8799999952316284,137.0
Val_EMA/Loss,1.8700000047683716,138.0
Val_EMA/Loss,1.8799999952316284,139.0
Val_EMA/Loss,1.8799999952316284,140.0
Val_EMA/Loss,1.8799999952316284,141.0
Val_EMA/Loss,1.8799999952316284,142.0
Val_EMA/Loss,1.8799999952316284,143.0
Val_EMA/Loss,1.8799999952316284,144.0
Val_EMA/Loss,1.8899999856948853,145.0
Val_EMA/Loss,1.8899999856948853,146.0
Val_EMA/Loss,1.8899999856948853,147.0
Val_EMA/Loss,1.8899999856948853,148.0
Val_EMA/Loss,1.8899999856948853,149.0
Val_EMA/Loss,1.8899999856948853,150.0
Val_EMA/Loss,1.899999976158142,151.0
Val_EMA/Loss,1.899999976158142,152.0
Val_EMA/Loss,1.899999976158142,153.0
Val_EMA/Loss,1.899999976158142,154.0
Val_EMA/Loss,1.899999976158142,155.0
Val_EMA/Loss,1.909999966621399,156.0
Val_EMA/Loss,1.909999966621399,157.0
Val_EMA/Loss,1.909999966621399,158.0
Val_EMA/Loss,1.909999966621399,159.0
Val_EMA/Loss,1.909999966621399,160.0
Val_EMA/Loss,1.909999966621399,161.0
Val_EMA/Loss,1.909999966621399,162.0
Val_EMA/Loss,1.909999966621399,163.0
Val_EMA/Loss,1.9199999570846558,164.0
Val_EMA/Loss,1.9199999570846558,165.0
Val_EMA/Loss,1.9199999570846558,166.0
Val_EMA/Loss,1.9199999570846558,167.0
Val_EMA/Loss,1.9199999570846558,168.0
Val_EMA/Loss,1.9199999570846558,169.0
Val_EMA/Loss,1.9299999475479126,170.0
Val_EMA/Loss,1.9299999475479126,171.0
Val_EMA/Loss,1.9299999475479126,172.0
Val_EMA/Loss,1.9299999475479126,173.0
Val_EMA/Loss,1.9299999475479126,174.0
Val_EMA/Loss,1.9299999475479126,175.0
Val_EMA/Loss,1.9299999475479126,176.0
Val_EMA/Loss,1.9299999475479126,177.0
Val_EMA/Loss,1.940000057220459,178.0
Val_EMA/Loss,1.940000057220459,179.0
Val_EMA/Loss,1.940000057220459,180.0
Val_EMA/Loss,1.940000057220459,181.0
Val_EMA/Loss,1.940000057220459,182.0
Val_EMA/Loss,1.940000057220459,183.0
Val_EMA/Loss,1.9500000476837158,184.0
Val_EMA/Loss,1.9500000476837158,185.0
Val_EMA/Loss,1.9500000476837158,186.0
Val_EMA/Loss,1.9500000476837158,187.0
Val_EMA/Loss,1.9500000476837158,188.0
Val_EMA/Loss,1.9500000476837158,189.0
Val_EMA/Loss,1.9500000476837158,190.0
Val_EMA/Loss,1.9500000476837158,191.0
Val_EMA/Loss,1.9600000381469727,192.0
Val_EMA/Loss,1.9600000381469727,193.0
Val_EMA/Loss,1.9600000381469727,194.0
Val_EMA/Loss,1.9600000381469727,195.0
Val_EMA/Loss,1.9600000381469727,196.0
Val_EMA/Loss,1.9600000381469727,197.0
Val_EMA/Loss,1.9600000381469727,198.0
Val_EMA/Loss,1.9600000381469727,199.0
Train/Top1,6.099999904632568,0.0
Train/Top1,12.109999656677246,1.0
Train/Top1,15.6899995803833,2.0
Train/Top1,19.459999084472656,3.0
Train/Top1,22.06999969482422,4.0
Train/Top1,24.459999084472656,5.0
Train/Top1,26.450000762939453,6.0
Train/Top1,28.18000030517578,7.0
Train/Top1,29.670000076293945,8.0
Train/Top1,30.8700008392334,9.0
Train/Top1,32.029998779296875,10.0
Train/Top1,33.16999816894531,11.0
Train/Top1,34.0099983215332,12.0
Train/Top1,35.029998779296875,13.0
Train/Top1,35.72999954223633,14.0
Train/Top1,36.52000045776367,15.0
Train/Top1,37.0,16.0
Train/Top1,37.849998474121094,17.0
Train/Top1,38.33000183105469,18.0
Train/Top1,38.90999984741211,19.0
Train/Top1,39.560001373291016,20.0
Train/Top1,39.72999954223633,21.0
Train/Top1,40.2400016784668,22.0
Train/Top1,40.77000045776367,23.0
Train/Top1,41.31999969482422,24.0
Train/Top1,41.84000015258789,25.0
Train/Top1,42.27000045776367,26.0
Train/Top1,42.099998474121094,27.0
Train/Top1,42.86000061035156,28.0
Train/Top1,43.2400016784668,29.0
Train/Top1,43.400001525878906,30.0
Train/Top1,43.68000030517578,31.0
Train/Top1,44.13999938964844,32.0
Train/Top1,44.43000030517578,33.0
Train/Top1,44.5099983215332,34.0
Train/Top1,44.880001068115234,35.0
Train/Top1,45.2599983215332,36.0
Train/Top1,45.40999984741211,37.0
Train/Top1,45.79999923706055,38.0
Train/Top1,45.63999938964844,39.0
Train/Top1,45.939998626708984,40.0
Train/Top1,46.38999938964844,41.0
Train/Top1,46.47999954223633,42.0
Train/Top1,46.849998474121094,43.0
Train/Top1,46.939998626708984,44.0
Train/Top1,47.099998474121094,45.0
Train/Top1,47.45000076293945,46.0
Train/Top1,47.65999984741211,47.0
Train/Top1,47.81999969482422,48.0
Train/Top1,47.810001373291016,49.0
Train/Top1,48.08000183105469,50.0
Train/Top1,48.380001068115234,51.0
Train/Top1,48.61000061035156,52.0
Train/Top1,48.93000030517578,53.0
Train/Top1,48.849998474121094,54.0
Train/Top1,49.290000915527344,55.0
Train/Top1,49.13999938964844,56.0
Train/Top1,49.560001373291016,57.0
Train/Top1,49.43000030517578,58.0
Train/Top1,49.88999938964844,59.0
Train/Top1,49.970001220703125,60.0
Train/Top1,50.040000915527344,61.0
Train/Top1,50.25,62.0
Train/Top1,50.400001525878906,63.0
Train/Top1,50.529998779296875,64.0
Train/Top1,50.540000915527344,65.0
Train/Top1,50.58000183105469,66.0
Train/Top1,51.029998779296875,67.0
Train/Top1,51.40999984741211,68.0
Train/Top1,51.459999084472656,69.0
Train/Top1,51.4900016784668,70.0
Train/Top1,51.619998931884766,71.0
Train/Top1,51.810001373291016,72.0
Train/Top1,51.97999954223633,73.0
Train/Top1,51.88999938964844,74.0
Train/Top1,52.20000076293945,75.0
Train/Top1,52.45000076293945,76.0
Train/Top1,52.150001525878906,77.0
Train/Top1,52.54999923706055,78.0
Train/Top1,52.86000061035156,79.0
Train/Top1,52.84000015258789,80.0
Train/Top1,52.93000030517578,81.0
Train/Top1,53.18000030517578,82.0
Train/Top1,53.29999923706055,83.0
Train/Top1,53.45000076293945,84.0
Train/Top1,53.849998474121094,85.0
Train/Top1,53.66999816894531,86.0
Train/Top1,53.689998626708984,87.0
Train/Top1,53.90999984741211,88.0
Train/Top1,54.0,89.0
Train/Top1,54.290000915527344,90.0
Train/Top1,54.29999923706055,91.0
Train/Top1,54.56999969482422,92.0
Train/Top1,54.790000915527344,93.0
Train/Top1,54.810001373291016,94.0
Train/Top1,54.849998474121094,95.0
Train/Top1,55.25,96.0
Train/Top1,55.36000061035156,97.0
Train/Top1,55.41999816894531,98.0
Train/Top1,55.720001220703125,99.0
Train/Top1,55.63999938964844,100.0
Train/Top1,55.91999816894531,101.0
Train/Top1,56.029998779296875,102.0
Train/Top1,56.20000076293945,103.0
Train/Top1,56.279998779296875,104.0
Train/Top1,56.20000076293945,105.0
Train/Top1,56.45000076293945,106.0
Train/Top1,56.65999984741211,107.0
Train/Top1,56.81999969482422,108.0
Train/Top1,56.810001373291016,109.0
Train/Top1,57.040000915527344,110.0
Train/Top1,57.2400016784668,111.0
Train/Top1,57.369998931884766,112.0
Train/Top1,57.56999969482422,113.0
Train/Top1,57.61000061035156,114.0
Train/Top1,57.7599983215332,115.0
Train/Top1,58.209999084472656,116.0
Train/Top1,57.849998474121094,117.0
Train/Top1,57.91999816894531,118.0
Train/Top1,58.27000045776367,119.0
Train/Top1,58.52000045776367,120.0
Train/Top1,58.58000183105469,121.0
Train/Top1,58.400001525878906,122.0
Train/Top1,58.72999954223633,123.0
Train/Top1,58.7599983215332,124.0
Train/Top1,59.06999969482422,125.0
Train/Top1,59.31999969482422,126.0
Train/Top1,59.45000076293945,127.0
Train/Top1,59.540000915527344,128.0
Train/Top1,59.63999938964844,129.0
Train/Top1,59.61000061035156,130.0
Train/Top1,59.77000045776367,131.0
Train/Top1,60.040000915527344,132.0
Train/Top1,60.029998779296875,133.0
Train/Top1,60.02000045776367,134.0
Train/Top1,60.369998931884766,135.0
Train/Top1,60.40999984741211,136.0
Train/Top1,60.45000076293945,137.0
Train/Top1,60.59000015258789,138.0
Train/Top1,60.849998474121094,139.0
Train/Top1,60.66999816894531,140.0
Train/Top1,60.959999084472656,141.0
Train/Top1,61.130001068115234,142.0
Train/Top1,61.33000183105469,143.0
Train/Top1,61.470001220703125,144.0
Train/Top1,61.47999954223633,145.0
Train/Top1,61.869998931884766,146.0
Train/Top1,61.650001525878906,147.0
Train/Top1,61.91999816894531,148.0
Train/Top1,61.9900016784668,149.0
Train/Top1,62.209999084472656,150.0
Train/Top1,62.40999984741211,151.0
Train/Top1,62.7400016784668,152.0
Train/Top1,62.380001068115234,153.0
Train/Top1,62.619998931884766,154.0
Train/Top1,62.75,155.0
Train/Top1,62.849998474121094,156.0
Train/Top1,63.0,157.0
Train/Top1,62.90999984741211,158.0
Train/Top1,63.029998779296875,159.0
Train/Top1,63.29999923706055,160.0
Train/Top1,63.58000183105469,161.0
Train/Top1,63.43000030517578,162.0
Train/Top1,63.66999816894531,163.0
Train/Top1,63.75,164.0
Train/Top1,64.01000213623047,165.0
Train/Top1,64.08999633789062,166.0
Train/Top1,63.91999816894531,167.0
Train/Top1,64.1500015258789,168.0
Train/Top1,64.05000305175781,169.0
Train/Top1,64.23999786376953,170.0
Train/Top1,64.38999938964844,171.0
Train/Top1,64.52999877929688,172.0
Train/Top1,64.54000091552734,173.0
Train/Top1,64.69000244140625,174.0
Train/Top1,64.69000244140625,175.0
Train/Top1,64.87000274658203,176.0
Train/Top1,65.0,177.0
Train/Top1,65.16000366210938,178.0
Train/Top1,65.01000213623047,179.0
Train/Top1,65.23999786376953,180.0
Train/Top1,65.05000305175781,181.0
Train/Top1,65.18000030517578,182.0
Train/Top1,65.37999725341797,183.0
Train/Top1,65.41000366210938,184.0
Train/Top1,65.19000244140625,185.0
Train/Top1,65.6500015258789,186.0
Train/Top1,65.55999755859375,187.0
Train/Top1,65.45999908447266,188.0
Train/Top1,65.76000213623047,189.0
Train/Top1,65.55000305175781,190.0
Train/Top1,65.88999938964844,191.0
Train/Top1,65.80000305175781,192.0
Train/Top1,65.94000244140625,193.0
Train/Top1,65.94999694824219,194.0
Train/Top1,65.98999786376953,195.0
Train/Top1,65.77999877929688,196.0
Train/Top1,66.05000305175781,197.0
Train/Top1,65.95999908447266,198.0
Train/Top1,66.06999969482422,199.0
Val/Top1,11.25,0.0
Val/Top1,15.119999885559082,1.0
Val/Top1,20.030000686645508,2.0
Val/Top1,23.709999084472656,3.0
Val/Top1,26.09000015258789,4.0
Val/Top1,29.649999618530273,5.0
Val/Top1,31.6200008392334,6.0
Val/Top1,33.08000183105469,7.0
Val/Top1,34.9900016784668,8.0
Val/Top1,36.380001068115234,9.0
Val/Top1,37.619998931884766,10.0
Val/Top1,37.59000015258789,11.0
Val/Top1,40.279998779296875,12.0
Val/Top1,40.380001068115234,13.0
Val/Top1,41.310001373291016,14.0
Val/Top1,42.08000183105469,15.0
Val/Top1,42.560001373291016,16.0
Val/Top1,43.189998626708984,17.0
Val/Top1,42.93000030517578,18.0
Val/Top1,44.900001525878906,19.0
Val/Top1,44.5099983215332,20.0
Val/Top1,45.189998626708984,21.0
Val/Top1,45.25,22.0
Val/Top1,46.790000915527344,23.0
Val/Top1,46.810001373291016,24.0
Val/Top1,47.38999938964844,25.0
Val/Top1,46.84000015258789,26.0
Val/Top1,47.689998626708984,27.0
Val/Top1,47.68000030517578,28.0
Val/Top1,48.04999923706055,29.0
Val/Top1,48.790000915527344,30.0
Val/Top1,48.52000045776367,31.0
Val/Top1,48.75,32.0
Val/Top1,48.54999923706055,33.0
Val/Top1,48.41999816894531,34.0
Val/Top1,50.099998474121094,35.0
Val/Top1,49.810001373291016,36.0
Val/Top1,50.83000183105469,37.0
Val/Top1,49.70000076293945,38.0
Val/Top1,50.939998626708984,39.0
Val/Top1,51.040000915527344,40.0
Val/Top1,51.34000015258789,41.0
Val/Top1,50.52000045776367,42.0
Val/Top1,51.38999938964844,43.0
Val/Top1,51.0099983215332,44.0
Val/Top1,52.0,45.0
Val/Top1,51.88999938964844,46.0
Val/Top1,51.4900016784668,47.0
Val/Top1,51.189998626708984,48.0
Val/Top1,51.93000030517578,49.0
Val/Top1,51.560001373291016,50.0
Val/Top1,52.349998474121094,51.0
Val/Top1,52.54999923706055,52.0
Val/Top1,53.77000045776367,53.0
Val/Top1,52.369998931884766,54.0
Val/Top1,53.099998474121094,55.0
Val/Top1,52.709999084472656,56.0
Val/Top1,53.040000915527344,57.0
Val/Top1,52.59000015258789,58.0
Val/Top1,52.58000183105469,59.0
Val/Top1,52.95000076293945,60.0
Val/Top1,53.060001373291016,61.0
Val/Top1,53.310001373291016,62.0
Val/Top1,52.83000183105469,63.0
Val/Top1,54.0099983215332,64.0
Val/Top1,53.849998474121094,65.0
Val/Top1,53.7599983215332,66.0
Val/Top1,54.369998931884766,67.0
Val/Top1,54.349998474121094,68.0
Val/Top1,53.83000183105469,69.0
Val/Top1,54.54999923706055,70.0
Val/Top1,55.029998779296875,71.0
Val/Top1,55.34000015258789,72.0
Val/Top1,54.4900016784668,73.0
Val/Top1,54.86000061035156,74.0
Val/Top1,54.43000030517578,75.0
Val/Top1,54.61000061035156,76.0
Val/Top1,55.029998779296875,77.0
Val/Top1,54.779998779296875,78.0
Val/Top1,54.189998626708984,79.0
Val/Top1,55.349998474121094,80.0
Val/Top1,54.560001373291016,81.0
Val/Top1,54.970001220703125,82.0
Val/Top1,54.4900016784668,83.0
Val/Top1,54.70000076293945,84.0
Val/Top1,55.08000183105469,85.0
Val/Top1,55.43000030517578,86.0
Val/Top1,54.84000015258789,87.0
Val/Top1,55.25,88.0
Val/Top1,55.029998779296875,89.0
Val/Top1,55.810001373291016,90.0
Val/Top1,55.290000915527344,91.0
Val/Top1,55.41999816894531,92.0
Val/Top1,55.20000076293945,93.0
Val/Top1,55.72999954223633,94.0
Val/Top1,55.52000045776367,95.0
Val/Top1,56.34000015258789,96.0
Val/Top1,55.5,97.0
Val/Top1,56.29999923706055,98.0
Val/Top1,55.7400016784668,99.0
Val/Top1,55.63999938964844,100.0
Val/Top1,55.650001525878906,101.0
Val/Top1,56.279998779296875,102.0
Val/Top1,55.939998626708984,103.0
Val/Top1,55.75,104.0
Val/Top1,56.06999969482422,105.0
Val/Top1,55.709999084472656,106.0
Val/Top1,57.0,107.0
Val/Top1,55.97999954223633,108.0
Val/Top1,57.029998779296875,109.0
Val/Top1,56.5,110.0
Val/Top1,57.0099983215332,111.0
Val/Top1,56.529998779296875,112.0
Val/Top1,57.400001525878906,113.0
Val/Top1,56.290000915527344,114.0
Val/Top1,56.709999084472656,115.0
Val/Top1,56.7400016784668,116.0
Val/Top1,57.459999084472656,117.0
Val/Top1,56.77000045776367,118.0
Val/Top1,57.61000061035156,119.0
Val/Top1,57.43000030517578,120.0
Val/Top1,57.13999938964844,121.0
Val/Top1,57.060001373291016,122.0
Val/Top1,57.54999923706055,123.0
Val/Top1,57.5099983215332,124.0
Val/Top1,57.099998474121094,125.0
Val/Top1,57.04999923706055,126.0
Val/Top1,57.040000915527344,127.0
Val/Top1,56.5,128.0
Val/Top1,57.29999923706055,129.0
Val/Top1,57.650001525878906,130.0
Val/Top1,57.63999938964844,131.0
Val/Top1,56.810001373291016,132.0
Val/Top1,57.2400016784668,133.0
Val/Top1,58.02000045776367,134.0
Val/Top1,57.81999969482422,135.0
Val/Top1,58.029998779296875,136.0
Val/Top1,57.959999084472656,137.0
Val/Top1,57.380001068115234,138.0
Val/Top1,58.209999084472656,139.0
Val/Top1,57.779998779296875,140.0
Val/Top1,58.040000915527344,141.0
Val/Top1,57.880001068115234,142.0
Val/Top1,58.15999984741211,143.0
Val/Top1,58.16999816894531,144.0
Val/Top1,57.720001220703125,145.0
Val/Top1,57.72999954223633,146.0
Val/Top1,57.970001220703125,147.0
Val/Top1,57.77000045776367,148.0
Val/Top1,58.2599983215332,149.0
Val/Top1,57.72999954223633,150.0
Val/Top1,58.2400016784668,151.0
Val/Top1,58.130001068115234,152.0
Val/Top1,58.119998931884766,153.0
Val/Top1,57.790000915527344,154.0
Val/Top1,57.93000030517578,155.0
Val/Top1,58.290000915527344,156.0
Val/Top1,58.31999969482422,157.0
Val/Top1,58.68000030517578,158.0
Val/Top1,58.5099983215332,159.0
Val/Top1,58.63999938964844,160.0
Val/Top1,58.59000015258789,161.0
Val/Top1,58.599998474121094,162.0
Val/Top1,58.400001525878906,163.0
Val/Top1,58.189998626708984,164.0
Val/Top1,58.4900016784668,165.0
Val/Top1,58.2400016784668,166.0
